ID,Sexo,Estado civil,Edad,Educacion,Ingreso anual,Ocupacion,Tamano de asentamiento
100001105,Mujer,soltero/a,45,secundaria,127572,empleado/a calificado/a / funcionario/a,1
100001106,Mujer,soltero/a,40,secundaria,154031,,1
100001107,Mujer,soltero/a,66,universidad,164931,,2
100001108,Mujer,soltero/a,38,secundaria,123003,empleado/a calificado/a / funcionario/a,2
100001109,Mujer,,20,secundaria,89605,empleado/a calificado/a / funcionario/a,1
100001110,Mujer,soltero/a,48,secundaria,117721,empleado/a calificado/a / funcionario/a,1
100001111,Mujer,,46,universidad,168904,,1
100001112,Mujer,soltero/a,32,secundaria,137576,,2
100001113,Mujer,soltero/a,54,secundaria,111274,empleado/a calificado/a / funcionario/a,1
100001114,Mujer,,24,secundaria,94249,,2
100001115,Mujer,,27,secundaria,180940,,1
100001116,Mujer,soltero/a,57,secundaria,125032,empleado/a calificado/a / funcionario/a,2
100001117,Mujer,soltero/a,38,secundaria,138011,,1
100001118,Mujer,soltero/a,40,secundaria,144850,empleado/a calificado/a / funcionario/a,1
100001119,Mujer,,20,secundaria,107270,empleado/a calificado/a / funcionario/a,2
100001120,Mujer,soltero/a,36,secundaria,113405,,2
100001121,Mujer,soltero/a,47,secundaria,137338,empleado/a calificado/a / funcionario/a,2
100001122,Mujer,soltero/a,64,universidad,125119,desempleado/a / no calificado/a,2
100001123,Mujer,soltero/a,42,secundaria,159745,,2
100001124,Mujer,soltero/a,44,secundaria,181262,,2
100001125,Mujer,,30,secundaria,90500,,2
100001126,Mujer,soltero/a,37,secundaria,102733,empleado/a calificado/a / funcionario/a,1
100001127,Mujer,soltero/a,42,secundaria,135493,empleado/a calificado/a / funcionario/a,2
100001128,Mujer,,62,universidad,169044,empleado/a calificado/a / funcionario/a,1
100001129,Mujer,soltero/a,49,secundaria,178549,empleado/a calificado/a / funcionario/a,2
100001130,Mujer,soltero/a,52,secundaria,159716,empleado/a calificado/a / funcionario/a,2
100001131,Mujer,,36,secundaria,170118,,1
100001132,Mujer,soltero/a,49,secundaria,143886,desempleado/a / no calificado/a,1
100001133,Mujer,soltero/a,42,secundaria,130164,,2
100001134,Mujer,soltero/a,38,secundaria,114476,empleado/a calificado/a / funcionario/a,1
100001135,Mujer,soltero/a,50,secundaria,126143,empleado/a calificado/a / funcionario/a,1
100001136,Mujer,,34,secundaria,129654,,2
100001137,Mujer,soltero/a,43,secundaria,123202,empleado/a calificado/a / funcionario/a,2
100001138,Mujer,soltero/a,40,secundaria,160524,empleado/a calificado/a / funcionario/a,1
100001139,Mujer,soltero/a,56,universidad,126906,empleado/a calificado/a / funcionario/a,1
100001140,Mujer,soltero/a,41,secundaria,143994,,2
100001141,Mujer,,30,secundaria,123517,,2
100001142,Mujer,,28,secundaria,129055,empleado/a calificado/a / funcionario/a,2
100001143,Mujer,soltero/a,64,universidad,136312,desempleado/a / no calificado/a,2
100001144,Mujer,soltero/a,67,universidad,112486,empleado/a calificado/a / funcionario/a,2
100001145,Mujer,soltero/a,37,secundaria,152401,,1
100001146,Mujer,soltero/a,31,secundaria,157453,,1
100001147,Mujer,soltero/a,32,secundaria,142870,,2
100001148,Mujer,,52,universidad,137231,empleado/a calificado/a / funcionario/a,2
100001149,Mujer,,31,secundaria,104406,empleado/a calificado/a / funcionario/a,1
100001150,Mujer,soltero/a,36,secundaria,145385,,1
100001151,Mujer,,32,secundaria,146519,,1
100001152,Mujer,soltero/a,51,secundaria,126227,empleado/a calificado/a / funcionario/a,2
100001153,Mujer,soltero/a,47,secundaria,112227,,1
100001154,Mujer,,34,secundaria,110145,empleado/a calificado/a / funcionario/a,2
100001155,Mujer,,46,universidad,149419,empleado/a calificado/a / funcionario/a,1
100001156,Mujer,,42,secundaria,176646,empleado/a calificado/a / funcionario/a,1
100001157,Mujer,soltero/a,39,secundaria,91019,,1
100001158,Mujer,soltero/a,50,secundaria,169579,empleado/a calificado/a / funcionario/a,2
100001159,Mujer,soltero/a,42,secundaria,142305,empleado/a calificado/a / funcionario/a,2
100001160,Mujer,,36,secundaria,130602,empleado/a calificado/a / funcionario/a,1
100001161,Mujer,,18,secundaria,98992,empleado/a calificado/a / funcionario/a,1
100001162,Mujer,soltero/a,35,secundaria,181926,,2
100001163,Mujer,soltero/a,38,secundaria,152864,empleado/a calificado/a / funcionario/a,2
100001164,Mujer,soltero/a,39,secundaria,135837,,2
100001165,Mujer,,24,secundaria,121757,desempleado/a / no calificado/a,2
100001166,Mujer,soltero/a,41,secundaria,182274,empleado/a calificado/a / funcionario/a,1
100001167,Mujer,soltero/a,36,secundaria,149040,,2
100001168,Mujer,soltero/a,37,secundaria,154196,,2
100001169,Mujer,,45,universidad,135332,empleado/a calificado/a / funcionario/a,1
100001170,Mujer,soltero/a,41,secundaria,134200,,2
100001171,Mujer,soltero/a,36,secundaria,177171,,2
100001172,Mujer,soltero/a,38,secundaria,115964,desempleado/a / no calificado/a,2
100001173,Mujer,soltero/a,38,secundaria,136871,desempleado/a / no calificado/a,1
100001174,Mujer,,53,universidad,159559,,2
100001175,Mujer,soltero/a,35,secundaria,113878,empleado/a calificado/a / funcionario/a,2
100001176,Mujer,soltero/a,48,secundaria,171203,,2
100001177,Mujer,soltero/a,36,secundaria,102180,empleado/a calificado/a / funcionario/a,2
100001178,Mujer,,22,secundaria,116844,,1
100001179,Mujer,soltero/a,35,secundaria,139844,,2
100001180,Mujer,soltero/a,42,secundaria,156431,desempleado/a / no calificado/a,1
100001181,Mujer,soltero/a,39,secundaria,116137,desempleado/a / no calificado/a,1
100001182,Mujer,soltero/a,31,secundaria,143081,empleado/a calificado/a / funcionario/a,1
100001183,Mujer,soltero/a,33,secundaria,155870,,2
100001184,Mujer,,31,secundaria,106924,desempleado/a / no calificado/a,1
100001185,Mujer,soltero/a,42,secundaria,102133,empleado/a calificado/a / funcionario/a,1
100001186,Mujer,soltero/a,61,universidad,145227,desempleado/a / no calificado/a,1
100001187,Mujer,soltero/a,38,secundaria,159500,,2
100001188,Mujer,soltero/a,33,secundaria,98498,desempleado/a / no calificado/a,1
100001189,Mujer,soltero/a,48,secundaria,159714,empleado/a calificado/a / funcionario/a,2
100001190,Mujer,soltero/a,31,secundaria,121852,desempleado/a / no calificado/a,1
100001191,Mujer,soltero/a,52,secundaria,141271,,2
100001192,Mujer,,27,secundaria,123213,empleado/a calificado/a / funcionario/a,2
100001193,Mujer,soltero/a,40,secundaria,143723,,1
100001194,Mujer,soltero/a,34,secundaria,112538,desempleado/a / no calificado/a,1
100001195,Mujer,,26,secundaria,97932,,2
100001196,Mujer,soltero/a,30,secundaria,154003,desempleado/a / no calificado/a,1
100001197,Mujer,soltero/a,53,secundaria,177179,empleado/a calificado/a / funcionario/a,1
100001198,Mujer,soltero/a,45,secundaria,128052,empleado/a calificado/a / funcionario/a,2
100001199,Mujer,soltero/a,32,secundaria,114617,,1
100001200,Mujer,soltero/a,35,secundaria,182822,,2
100001201,Mujer,,26,secundaria,177215,empleado/a calificado/a / funcionario/a,2
100001202,Mujer,soltero/a,30,secundaria,110929,empleado/a calificado/a / funcionario/a,1
100001203,Mujer,soltero/a,37,secundaria,111821,empleado/a calificado/a / funcionario/a,1
100001204,Mujer,soltero/a,32,secundaria,97306,,1
100001205,Mujer,,40,secundaria,157231,empleado/a calificado/a / funcionario/a,1
100001206,Mujer,soltero/a,44,secundaria,126906,desempleado/a / no calificado/a,2
100001207,Mujer,soltero/a,43,secundaria,133243,empleado/a calificado/a / funcionario/a,2
100001208,Mujer,soltero/a,51,secundaria,112250,empleado/a calificado/a / funcionario/a,1
100001209,Mujer,soltero/a,37,secundaria,104349,desempleado/a / no calificado/a,1
100001210,Mujer,soltero/a,33,secundaria,151421,empleado/a calificado/a / funcionario/a,2
100001211,Mujer,,32,secundaria,178081,,1
100001212,Mujer,soltero/a,35,secundaria,110181,desempleado/a / no calificado/a,2
100001213,Mujer,,30,secundaria,113012,empleado/a calificado/a / funcionario/a,1
100001214,Mujer,,35,secundaria,154585,,2
100001215,Mujer,soltero/a,40,secundaria,144704,,1
100001216,Mujer,soltero/a,37,secundaria,141632,,2
100001217,Mujer,soltero/a,37,secundaria,105055,empleado/a calificado/a / funcionario/a,2
100001218,Mujer,soltero/a,37,secundaria,124597,empleado/a calificado/a / funcionario/a,2
100001219,Mujer,soltero/a,53,secundaria,160164,,1
100001220,Mujer,soltero/a,34,secundaria,151754,,1
100001221,Mujer,soltero/a,51,secundaria,155551,empleado/a calificado/a / funcionario/a,1
100001222,Mujer,,26,secundaria,94986,empleado/a calificado/a / funcionario/a,2
100001223,Mujer,soltero/a,34,secundaria,175800,desempleado/a / no calificado/a,1
100001224,Mujer,soltero/a,51,secundaria,126246,,1
100001225,Mujer,soltero/a,33,secundaria,116261,empleado/a calificado/a / funcionario/a,2
100001226,Mujer,,32,secundaria,117796,desempleado/a / no calificado/a,2
100001227,Mujer,soltero/a,39,secundaria,115363,empleado/a calificado/a / funcionario/a,1
100001228,Mujer,soltero/a,53,secundaria,169076,empleado/a calificado/a / funcionario/a,1
100001229,Mujer,soltero/a,34,secundaria,97474,,2
100001230,Mujer,soltero/a,37,secundaria,140341,empleado/a calificado/a / funcionario/a,2
100001231,Mujer,,28,secundaria,114503,empleado/a calificado/a / funcionario/a,1
100001232,Mujer,,25,secundaria,102937,empleado/a calificado/a / funcionario/a,2
100001233,Mujer,soltero/a,36,secundaria,151781,,2
100001234,Mujer,,36,secundaria,123133,empleado/a calificado/a / funcionario/a,2
100001235,Mujer,soltero/a,35,secundaria,118879,empleado/a calificado/a / funcionario/a,2
100001236,Mujer,,21,secundaria,158683,empleado/a calificado/a / funcionario/a,1
100001237,Mujer,,29,secundaria,107514,empleado/a calificado/a / funcionario/a,2
100001238,Mujer,soltero/a,60,universidad,193879,empleado/a calificado/a / funcionario/a,1
100001239,Mujer,soltero/a,45,secundaria,135043,empleado/a calificado/a / funcionario/a,1
100001240,Mujer,,56,universidad,108559,desempleado/a / no calificado/a,1
100001241,Mujer,,30,secundaria,121038,empleado/a calificado/a / funcionario/a,2
100001242,Mujer,soltero/a,52,secundaria,151947,,2
100001243,Mujer,,26,secundaria,118820,empleado/a calificado/a / funcionario/a,1
100001244,Mujer,soltero/a,43,secundaria,121517,empleado/a calificado/a / funcionario/a,1
100001245,Mujer,soltero/a,34,secundaria,113572,empleado/a calificado/a / funcionario/a,1
100001246,Mujer,,22,secundaria,131170,empleado/a calificado/a / funcionario/a,2
100001247,Mujer,soltero/a,42,secundaria,92430,desempleado/a / no calificado/a,1
100001248,Mujer,soltero/a,38,secundaria,124554,desempleado/a / no calificado/a,1
100001249,Mujer,,29,secundaria,115988,empleado/a calificado/a / funcionario/a,2
100001250,Mujer,soltero/a,44,secundaria,107301,empleado/a calificado/a / funcionario/a,2
100001251,Mujer,,29,secundaria,103767,,1
100001252,Mujer,soltero/a,44,secundaria,141493,empleado/a calificado/a / funcionario/a,2
100001253,Mujer,soltero/a,38,secundaria,154339,empleado/a calificado/a / funcionario/a,2
100001254,Mujer,,26,secundaria,112369,desempleado/a / no calificado/a,1
100001255,Mujer,soltero/a,53,secundaria,158193,empleado/a calificado/a / funcionario/a,1
100001256,Mujer,soltero/a,43,secundaria,143734,empleado/a calificado/a / funcionario/a,1
100001257,Mujer,soltero/a,33,secundaria,121890,empleado/a calificado/a / funcionario/a,1
100001258,Mujer,soltero/a,52,secundaria,127609,desempleado/a / no calificado/a,1
100001259,Mujer,,26,secundaria,94650,desempleado/a / no calificado/a,2
100001260,Mujer,soltero/a,38,secundaria,175504,,1
100001261,Mujer,soltero/a,47,secundaria,165495,empleado/a calificado/a / funcionario/a,2
100001262,Mujer,,26,secundaria,120389,empleado/a calificado/a / funcionario/a,1
100001263,Mujer,,36,secundaria,165340,empleado/a calificado/a / funcionario/a,1
100001264,Mujer,soltero/a,36,secundaria,119804,empleado/a calificado/a / funcionario/a,1
100001265,Mujer,soltero/a,57,universidad,154344,,1
100001266,Mujer,,31,secundaria,106266,,2
100001267,Mujer,soltero/a,45,secundaria,136129,empleado/a calificado/a / funcionario/a,1
100001268,Mujer,soltero/a,40,secundaria,151914,,1
100001269,Mujer,,21,secundaria,121473,empleado/a calificado/a / funcionario/a,1
100001270,Mujer,soltero/a,46,secundaria,127147,empleado/a calificado/a / funcionario/a,2
100001271,Mujer,soltero/a,35,secundaria,125387,empleado/a calificado/a / funcionario/a,2
100001272,Mujer,,31,secundaria,139490,desempleado/a / no calificado/a,2
100001273,Mujer,soltero/a,51,secundaria,124990,empleado/a calificado/a / funcionario/a,2
100001274,Mujer,,21,secundaria,101471,,1
100001275,Mujer,soltero/a,48,secundaria,155708,empleado/a calificado/a / funcionario/a,1
100001276,Mujer,soltero/a,48,secundaria,142345,empleado/a calificado/a / funcionario/a,2
100001277,Mujer,soltero/a,68,universidad,148675,desempleado/a / no calificado/a,1
100001278,Mujer,,45,universidad,116484,empleado/a calificado/a / funcionario/a,2
100001279,Mujer,soltero/a,35,secundaria,150237,,2
100001280,Mujer,,22,secundaria,100273,empleado/a calificado/a / funcionario/a,2
100001281,Mujer,soltero/a,44,secundaria,122292,desempleado/a / no calificado/a,1
100001282,Mujer,soltero/a,52,secundaria,159216,empleado/a calificado/a / funcionario/a,1
100001283,Mujer,soltero/a,48,secundaria,130082,empleado/a calificado/a / funcionario/a,2
100001284,Mujer,soltero/a,33,secundaria,139547,empleado/a calificado/a / funcionario/a,2
100001285,Mujer,,35,secundaria,122895,empleado/a calificado/a / funcionario/a,1
100001286,Mujer,,64,universidad,154549,empleado/a calificado/a / funcionario/a,1
100001287,Mujer,soltero/a,58,secundaria,149315,desempleado/a / no calificado/a,2
100001288,Mujer,,24,secundaria,118101,desempleado/a / no calificado/a,2
100001289,Mujer,soltero/a,40,secundaria,115831,desempleado/a / no calificado/a,2
100001290,Mujer,soltero/a,49,secundaria,118571,,2
100001291,Mujer,soltero/a,31,secundaria,138906,empleado/a calificado/a / funcionario/a,2
100001292,Mujer,soltero/a,46,secundaria,98520,empleado/a calificado/a / funcionario/a,2
100001293,Mujer,soltero/a,46,secundaria,106576,empleado/a calificado/a / funcionario/a,1
100001294,Mujer,soltero/a,49,secundaria,121592,empleado/a calificado/a / funcionario/a,1
100001295,Mujer,soltero/a,29,secundaria,135605,desempleado/a / no calificado/a,1
100001296,Mujer,soltero/a,37,secundaria,114552,empleado/a calificado/a / funcionario/a,2
100001297,Mujer,soltero/a,33,secundaria,151339,,1
100001298,Mujer,soltero/a,71,universidad,170387,empleado/a calificado/a / funcionario/a,2
100001299,Mujer,soltero/a,35,secundaria,118288,empleado/a calificado/a / funcionario/a,2
100001300,Mujer,soltero/a,40,secundaria,109992,empleado/a calificado/a / funcionario/a,2
100001301,Hombre,soltero/a,27,secundaria,90654,desempleado/a / no calificado/a,0
100001302,Hombre,soltero/a,61,universidad,113290,desempleado/a / no calificado/a,0
100001303,Hombre,,29,secundaria,100093,empleado/a calificado/a / funcionario/a,1
100001304,Hombre,soltero/a,33,secundaria,109489,empleado/a calificado/a / funcionario/a,0
100001305,Hombre,soltero/a,56,universidad,139427,desempleado/a / no calificado/a,0
100001306,Hombre,,27,secundaria,123411,empleado/a calificado/a / funcionario/a,1
100001307,Hombre,,22,secundaria,137925,empleado/a calificado/a / funcionario/a,0
100001308,Hombre,,19,secundaria,99119,empleado/a calificado/a / funcionario/a,0
100001309,Hombre,,28,secundaria,91084,empleado/a calificado/a / funcionario/a,1
100001310,Hombre,,24,secundaria,110137,empleado/a calificado/a / funcionario/a,1
100001311,Hombre,,27,secundaria,67041,desempleado/a / no calificado/a,0
100001312,Hombre,,30,secundaria,127299,empleado/a calificado/a / funcionario/a,1
100001313,Hombre,soltero/a,26,secundaria,84555,desempleado/a / no calificado/a,0
100001314,Hombre,,26,secundaria,123895,empleado/a calificado/a / funcionario/a,0
100001315,Hombre,,23,secundaria,94324,empleado/a calificado/a / funcionario/a,1
100001316,Hombre,,28,secundaria,96062,empleado/a calificado/a / funcionario/a,0
100001317,Hombre,,67,,144843,empleado/a calificado/a / funcionario/a,0
100001318,Hombre,,27,secundaria,107485,empleado/a calificado/a / funcionario/a,1
100001319,Hombre,,32,secundaria,98573,empleado/a calificado/a / funcionario/a,0
100001320,Hombre,soltero/a,24,secundaria,107462,desempleado/a / no calificado/a,0
100001321,Hombre,,28,secundaria,115809,empleado/a calificado/a / funcionario/a,1
100001322,Hombre,soltero/a,48,universidad,118749,desempleado/a / no calificado/a,0
100001323,Hombre,,32,secundaria,139112,empleado/a calificado/a / funcionario/a,1
100001324,Hombre,,25,secundaria,94075,empleado/a calificado/a / funcionario/a,0
100001325,Hombre,,57,universidad,62002,desempleado/a / no calificado/a,0
100001326,Hombre,,28,secundaria,127262,empleado/a calificado/a / funcionario/a,0
100001327,Hombre,,24,secundaria,122846,empleado/a calificado/a / funcionario/a,1
100001328,Hombre,,25,secundaria,61907,desempleado/a / no calificado/a,0
100001329,Hombre,soltero/a,31,secundaria,89287,desempleado/a / no calificado/a,0
100001330,Hombre,soltero/a,33,secundaria,103696,empleado/a calificado/a / funcionario/a,1
100001331,Hombre,,50,universidad,147603,empleado/a calificado/a / funcionario/a,0
100001332,Hombre,,58,universidad,139229,desempleado/a / no calificado/a,1
100001333,Hombre,,27,secundaria,107932,desempleado/a / no calificado/a,0
100001334,Hombre,,48,universidad,116235,desempleado/a / no calificado/a,0
100001335,Hombre,,22,secundaria,85974,desempleado/a / no calificado/a,0
100001336,Hombre,,40,secundaria,124001,desempleado/a / no calificado/a,0
100001337,Hombre,,32,secundaria,121428,empleado/a calificado/a / funcionario/a,0
100001338,Hombre,soltero/a,25,secundaria,93233,desempleado/a / no calificado/a,0
100001339,Hombre,,27,secundaria,67965,desempleado/a / no calificado/a,0
100001340,Hombre,,27,secundaria,88001,desempleado/a / no calificado/a,0
100001341,Hombre,,23,secundaria,129112,empleado/a calificado/a / funcionario/a,0
100001342,Hombre,,32,secundaria,109324,empleado/a calificado/a / funcionario/a,1
100001343,Hombre,,25,secundaria,112785,empleado/a calificado/a / funcionario/a,1
100001344,Hombre,,46,universidad,136735,desempleado/a / no calificado/a,0
100001345,Hombre,,21,secundaria,107779,empleado/a calificado/a / funcionario/a,1
100001346,Hombre,,29,secundaria,103526,empleado/a calificado/a / funcionario/a,0
100001347,Hombre,,31,secundaria,93171,desempleado/a / no calificado/a,0
100001348,Hombre,soltero/a,26,secundaria,106559,desempleado/a / no calificado/a,0
100001349,Hombre,,23,secundaria,112728,empleado/a calificado/a / funcionario/a,1
100001350,Hombre,soltero/a,38,secundaria,102855,empleado/a calificado/a / funcionario/a,1
100001351,Hombre,soltero/a,35,secundaria,85381,desempleado/a / no calificado/a,0
100001352,Hombre,,27,secundaria,100762,empleado/a calificado/a / funcionario/a,1
100001353,Hombre,,22,secundaria,131445,empleado/a calificado/a / funcionario/a,1
100001354,Hombre,,52,universidad,123194,empleado/a calificado/a / funcionario/a,0
100001355,Hombre,,19,secundaria,99519,empleado/a calificado/a / funcionario/a,1
100001356,Hombre,,23,secundaria,112853,empleado/a calificado/a / funcionario/a,0
100001357,Hombre,soltero/a,42,secundaria,110509,empleado/a calificado/a / funcionario/a,0
100001358,Hombre,,27,secundaria,106446,empleado/a calificado/a / funcionario/a,1
100001359,Hombre,,39,universidad,89665,desempleado/a / no calificado/a,0
100001360,Hombre,,50,universidad,128233,empleado/a calificado/a / funcionario/a,1
100001361,Hombre,,36,secundaria,133615,empleado/a calificado/a / funcionario/a,0
100001362,Hombre,,25,secundaria,115833,empleado/a calificado/a / funcionario/a,1
100001363,Hombre,,27,secundaria,65560,desempleado/a / no calificado/a,0
100001364,Hombre,,30,secundaria,118642,empleado/a calificado/a / funcionario/a,0
100001365,Hombre,soltero/a,22,secundaria,63635,desempleado/a / no calificado/a,0
100001366,Hombre,,27,secundaria,122649,empleado/a calificado/a / funcionario/a,1
100001367,Hombre,soltero/a,31,secundaria,143321,,1
100001368,Hombre,,29,secundaria,99556,empleado/a calificado/a / funcionario/a,0
100001369,Hombre,soltero/a,34,secundaria,36760,desempleado/a / no calificado/a,0
100001370,Hombre,soltero/a,33,secundaria,71935,desempleado/a / no calificado/a,0
100001371,Hombre,,26,secundaria,114977,empleado/a calificado/a / funcionario/a,0
100001372,Hombre,,36,secundaria,147691,empleado/a calificado/a / funcionario/a,1
100001373,Hombre,,26,secundaria,54296,desempleado/a / no calificado/a,0
100001374,Hombre,,39,secundaria,80014,desempleado/a / no calificado/a,0
100001375,Hombre,,44,universidad,77887,desempleado/a / no calificado/a,0
100001376,Hombre,,46,universidad,98517,desempleado/a / no calificado/a,0
100001377,Hombre,,31,secundaria,103012,desempleado/a / no calificado/a,0
100001378,Hombre,soltero/a,26,secundaria,121377,empleado/a calificado/a / funcionario/a,0
100001379,Hombre,,22,secundaria,91359,empleado/a calificado/a / funcionario/a,1
100001380,Hombre,soltero/a,48,universidad,104833,desempleado/a / no calificado/a,0
100001381,Hombre,,27,secundaria,101209,empleado/a calificado/a / funcionario/a,0
100001382,Hombre,soltero/a,30,secundaria,58207,desempleado/a / no calificado/a,0
100001383,Hombre,,27,secundaria,116708,empleado/a calificado/a / funcionario/a,1
100001384,Hombre,,36,secundaria,107471,empleado/a calificado/a / funcionario/a,1
100001385,Hombre,,31,secundaria,128495,empleado/a calificado/a / funcionario/a,0
100001386,Hombre,soltero/a,21,secundaria,124468,empleado/a calificado/a / funcionario/a,0
100001387,Hombre,,26,secundaria,106922,empleado/a calificado/a / funcionario/a,1
100001388,Hombre,soltero/a,24,secundaria,104291,empleado/a calificado/a / funcionario/a,0
100001389,Hombre,,29,secundaria,98204,empleado/a calificado/a / funcionario/a,0
100001390,Hombre,,32,secundaria,127071,empleado/a calificado/a / funcionario/a,0
100001391,Hombre,,45,universidad,85115,desempleado/a / no calificado/a,0
100001392,Hombre,,58,universidad,104013,desempleado/a / no calificado/a,0
100001393,Hombre,,25,secundaria,89863,empleado/a calificado/a / funcionario/a,0
100001394,Hombre,,67,,135300,empleado/a calificado/a / funcionario/a,0
100001395,Hombre,,53,universidad,107861,desempleado/a / no calificado/a,0
100001396,Hombre,,24,secundaria,123994,empleado/a calificado/a / funcionario/a,0
100001397,Hombre,soltero/a,20,secundaria,91270,desempleado/a / no calificado/a,0
100001398,Hombre,,71,,133245,desempleado/a / no calificado/a,0
100001399,Hombre,,31,secundaria,118594,empleado/a calificado/a / funcionario/a,1
100001400,Hombre,,27,secundaria,40606,desempleado/a / no calificado/a,0
100001401,Hombre,,36,secundaria,129304,desempleado/a / no calificado/a,0
100001402,Hombre,,25,secundaria,113118,empleado/a calificado/a / funcionario/a,0
100001403,Hombre,soltero/a,41,secundaria,133131,empleado/a calificado/a / funcionario/a,0
100001404,Hombre,,30,secundaria,106876,empleado/a calificado/a / funcionario/a,1
100001405,Hombre,,32,secundaria,130870,empleado/a calificado/a / funcionario/a,1
100001406,Hombre,,29,secundaria,125621,desempleado/a / no calificado/a,0
100001407,Hombre,soltero/a,27,secundaria,78923,desempleado/a / no calificado/a,0
100001408,Hombre,,32,secundaria,123983,empleado/a calificado/a / funcionario/a,0
100001409,Hombre,,25,secundaria,75184,desempleado/a / no calificado/a,0
100001410,Hombre,soltero/a,24,secundaria,109693,empleado/a calificado/a / funcionario/a,0
100001411,Hombre,,63,universidad,86273,desempleado/a / no calificado/a,0
100001412,Hombre,soltero/a,42,universidad,113190,desempleado/a / no calificado/a,0
100001413,Hombre,,22,secundaria,109274,desempleado/a / no calificado/a,0
100001414,Hombre,,46,universidad,143489,empleado/a calificado/a / funcionario/a,1
100001415,Hombre,,24,secundaria,99570,empleado/a calificado/a / funcionario/a,1
100001416,Hombre,soltero/a,30,secundaria,139468,empleado/a calificado/a / funcionario/a,1
100001417,Hombre,,44,universidad,108627,desempleado/a / no calificado/a,0
100001418,Hombre,soltero/a,25,secundaria,106355,empleado/a calificado/a / funcionario/a,0
100001419,Hombre,,27,secundaria,96952,empleado/a calificado/a / funcionario/a,0
100001420,Hombre,,27,secundaria,141502,empleado/a calificado/a / funcionario/a,1
100001421,Hombre,,34,secundaria,110420,empleado/a calificado/a / funcionario/a,1
100001422,Hombre,,18,secundaria,97741,empleado/a calificado/a / funcionario/a,1
100001423,Hombre,,25,secundaria,99583,empleado/a calificado/a / funcionario/a,1
100001424,Hombre,,21,secundaria,63698,desempleado/a / no calificado/a,0
100001425,Hombre,,26,secundaria,116688,empleado/a calificado/a / funcionario/a,1
100001426,Hombre,,27,secundaria,131542,,1
100001427,Hombre,soltero/a,25,secundaria,136055,empleado/a calificado/a / funcionario/a,1
100001428,Hombre,,30,secundaria,100195,empleado/a calificado/a / funcionario/a,1
100001429,Hombre,soltero/a,66,,131001,empleado/a calificado/a / funcionario/a,0
100001430,Hombre,,25,secundaria,104062,empleado/a calificado/a / funcionario/a,1
100001431,Hombre,,43,universidad,137689,empleado/a calificado/a / funcionario/a,0
100001432,Hombre,,35,secundaria,137705,empleado/a calificado/a / funcionario/a,1
100001433,Hombre,soltero/a,70,,69915,desempleado/a / no calificado/a,0
100001434,Hombre,soltero/a,35,secundaria,68731,desempleado/a / no calificado/a,0
100001435,Hombre,,26,secundaria,105726,empleado/a calificado/a / funcionario/a,0
100001436,Hombre,soltero/a,29,secundaria,78078,desempleado/a / no calificado/a,0
100001437,Hombre,,22,secundaria,110835,desempleado/a / no calificado/a,0
100001438,Hombre,soltero/a,26,secundaria,115531,empleado/a calificado/a / funcionario/a,1
100001439,Hombre,,36,secundaria,92723,desempleado/a / no calificado/a,0
100001440,Hombre,,35,secundaria,107509,empleado/a calificado/a / funcionario/a,1
100001441,Hombre,,28,secundaria,116763,empleado/a calificado/a / funcionario/a,1
100001442,Hombre,,24,secundaria,100733,empleado/a calificado/a / funcionario/a,0
100001443,Hombre,,34,secundaria,92652,desempleado/a / no calificado/a,0
100001444,Hombre,,25,secundaria,106987,empleado/a calificado/a / funcionario/a,0
100001445,Hombre,,54,universidad,51882,desempleado/a / no calificado/a,0
100001446,Hombre,soltero/a,46,universidad,104751,desempleado/a / no calificado/a,0
100001447,Hombre,,42,secundaria,50947,desempleado/a / no calificado/a,0
100001448,Hombre,soltero/a,45,universidad,126986,desempleado/a / no calificado/a,0
100001449,Hombre,soltero/a,48,universidad,110223,desempleado/a / no calificado/a,0
100001450,Hombre,soltero/a,21,secundaria,100591,desempleado/a / no calificado/a,0
100001451,Hombre,,31,secundaria,123257,empleado/a calificado/a / funcionario/a,0
100001452,Hombre,soltero/a,35,secundaria,137736,empleado/a calificado/a / funcionario/a,1
100001453,Hombre,,36,secundaria,110221,empleado/a calificado/a / funcionario/a,1
100001454,Hombre,,32,secundaria,99703,desempleado/a / no calificado/a,0
100001455,Hombre,,26,secundaria,106667,desempleado/a / no calificado/a,0
100001456,Hombre,,34,secundaria,143319,empleado/a calificado/a / funcionario/a,0
100001457,Hombre,,65,universidad,135557,empleado/a calificado/a / funcionario/a,1
100001458,Hombre,,50,universidad,93390,desempleado/a / no calificado/a,0
100001459,Hombre,,39,secundaria,97577,empleado/a calificado/a / funcionario/a,0
100001460,Hombre,soltero/a,52,universidad,124196,desempleado/a / no calificado/a,0
100001461,Hombre,,36,secundaria,81136,desempleado/a / no calificado/a,0
100001462,Hombre,,29,secundaria,119439,empleado/a calificado/a / funcionario/a,0
100001463,Hombre,,36,secundaria,145231,empleado/a calificado/a / funcionario/a,1
100001464,Hombre,,36,secundaria,85623,desempleado/a / no calificado/a,0
100001465,Hombre,,27,secundaria,145373,empleado/a calificado/a / funcionario/a,1
100001466,Hombre,,36,secundaria,135896,,1
100001467,Hombre,,26,secundaria,106470,empleado/a calificado/a / funcionario/a,1
100001468,Hombre,soltero/a,57,universidad,113334,empleado/a calificado/a / funcionario/a,1
