Sexo,Estado civil,Edad,Educacion,Ingreso anual,Ocupacion,Tamano de asentamiento,Ingreso mensual,Nivel socioeconomico,Descripción NSE
1,0,21,1,108029,4,0,9002,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,63,3,82734,1,0,6894,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
1,0,38,3,116816,1,0,9734,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,20,1,113472,1,0,9456,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,44,3,143343,4,1,11945,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,31,1,104074,4,1,8672,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,33,1,138525,4,1,11543,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,49,3,106960,1,0,8913,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,26,1,108323,4,0,9026,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,28,1,95784,4,0,7982,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,30,1,140673,4,1,11722,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,36,1,104235,4,1,8686,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,27,1,54041,1,0,4503,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
0,0,23,1,107961,1,0,8996,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,31,1,113757,4,0,9479,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,27,1,94884,4,0,7907,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,25,1,126041,4,0,10503,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,23,1,64952,1,0,5412,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
0,0,27,1,66764,1,0,5563,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
1,0,38,1,67861,1,0,5655,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
0,0,44,1,113516,1,0,9459,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,42,1,46109,1,0,3842,6,"Hogares con ingresos mínimos, muy bajo nivel educativo y sin acceso a servicios básicos."
1,0,25,1,103651,1,0,8637,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,40,1,75043,1,0,6253,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
1,0,24,1,116473,1,0,9706,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,39,1,96614,1,0,8051,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,24,1,66447,1,0,5537,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
1,0,50,1,119068,4,0,9922,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,28,1,122973,1,0,10247,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,36,1,81609,1,0,6800,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
0,0,36,1,105519,4,0,8793,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,40,1,86649,1,0,7220,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,31,1,76384,1,0,6365,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
0,0,27,1,67136,1,0,5594,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
1,0,35,1,93155,1,0,7762,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,51,1,124183,1,0,10348,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,26,1,64860,1,0,5405,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
0,0,33,1,87232,1,0,7269,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,27,1,92304,1,0,7692,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,38,1,84254,1,0,7021,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,30,1,106696,4,0,8891,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,28,1,113212,4,0,9434,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,23,1,71076,1,0,5923,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
1,0,23,1,114270,1,0,9522,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,26,1,125538,4,0,10461,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,21,1,92442,1,0,7703,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,36,1,75297,1,0,6274,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
1,0,24,1,65707,1,0,5475,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
0,0,41,1,120387,4,0,10032,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,42,1,120946,4,0,10078,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,27,1,73265,1,0,6105,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
0,0,40,1,77481,1,0,6456,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
1,0,34,1,91282,1,0,7606,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,40,1,104405,1,0,8700,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,33,1,99646,4,0,8303,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,49,1,97791,1,0,8149,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,28,1,81878,1,0,6823,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
1,0,26,1,107908,4,0,8992,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,40,1,98608,1,0,8217,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,47,1,95228,1,0,7935,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,41,1,128163,4,0,10680,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,29,1,94325,1,0,7860,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,37,1,90815,1,0,7567,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,31,1,120719,4,0,10059,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,35,1,110159,4,0,9179,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,35,1,124490,4,0,10374,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,29,1,75161,1,0,6263,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
1,0,37,1,127206,4,0,10600,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,37,1,83660,1,0,6971,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
1,0,26,1,87400,1,0,7283,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,28,1,78942,1,0,6578,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
1,0,23,1,88452,1,0,7371,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,38,1,104128,4,0,8677,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,30,1,100313,4,0,8359,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,45,1,107387,4,0,8948,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,24,1,84355,1,0,7029,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,35,1,112723,4,0,9393,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,41,1,115892,4,0,9657,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,30,1,106597,4,0,8883,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,30,1,121327,4,0,10110,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,26,1,92559,1,0,7713,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,25,1,87537,1,0,7294,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,23,1,70569,1,0,5880,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
1,0,27,1,85294,1,0,7107,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,26,1,70905,1,0,5908,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
0,0,25,1,103716,1,0,8643,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,27,1,94947,4,0,7912,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,42,1,80116,1,0,6676,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
0,0,35,1,86492,1,0,7207,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,25,1,88672,1,0,7389,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,26,1,82984,1,0,6915,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
0,0,38,1,128100,4,0,10675,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,28,1,72869,1,0,6072,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
0,0,33,1,112227,4,0,9352,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,40,1,94674,1,0,7889,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,23,1,101003,4,0,8416,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,25,1,112924,4,0,9410,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,28,1,108645,1,0,9053,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,41,1,69415,1,0,5784,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
1,0,50,1,112204,1,0,9350,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,23,1,109700,4,0,9141,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,26,1,104484,4,0,8707,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,22,1,61239,1,0,5103,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
0,0,37,1,119602,1,0,9966,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,38,1,81014,1,0,6751,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
1,0,22,1,68165,1,0,5680,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
1,0,30,1,88652,1,0,7387,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,38,1,75705,1,0,6308,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
1,0,36,1,104189,4,0,8682,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,41,1,71603,1,0,5966,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
1,0,29,1,121914,4,0,10159,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,31,1,106637,4,0,8886,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,31,1,99800,4,0,8316,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,21,1,67629,1,0,5635,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
0,0,32,1,120354,4,0,10029,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,35,1,122110,4,0,10175,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,29,1,89170,1,0,7430,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,34,1,109195,4,0,9099,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,38,1,92392,1,0,7699,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,33,1,43805,1,0,3650,6,"Hogares con ingresos mínimos, muy bajo nivel educativo y sin acceso a servicios básicos."
1,0,28,1,68389,1,0,5699,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
1,0,28,1,112521,4,0,9376,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,21,1,59255,1,0,4937,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
1,0,29,1,98612,1,0,8217,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,26,1,70649,1,0,5887,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
1,0,40,1,95228,1,0,7935,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,25,1,46865,1,0,3905,6,"Hogares con ingresos mínimos, muy bajo nivel educativo y sin acceso a servicios básicos."
0,0,20,1,101688,4,0,8474,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,23,1,62618,1,0,5218,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
1,0,27,1,102531,4,0,8544,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,36,1,100737,4,0,8394,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,25,1,107321,4,0,8943,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,25,1,112879,1,0,9406,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,34,1,125372,1,0,10447,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,24,1,69419,1,0,5784,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
1,0,36,1,124759,4,0,10396,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,40,1,79076,1,0,6589,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
0,0,39,1,84779,1,0,7064,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,42,1,77393,1,0,6449,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
0,0,35,1,113187,1,0,9432,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,27,1,99100,4,0,8258,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,27,1,64954,1,0,5412,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
1,0,23,1,103244,4,0,8603,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,32,1,124975,4,0,10414,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,28,1,133582,4,0,11131,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,22,1,103519,4,0,8626,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,31,1,117813,4,0,9817,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,22,1,119902,4,0,9991,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,23,1,70783,1,0,5898,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
1,0,35,1,125470,1,0,10455,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,26,1,109782,1,0,9148,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,28,1,78322,1,0,6526,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
0,0,54,1,125517,4,0,10459,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,49,1,102463,1,0,8538,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,38,1,89309,1,0,7442,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,47,1,110287,4,0,9190,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,49,1,122391,1,0,10199,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,30,1,116399,4,0,9699,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,32,1,81907,1,0,6825,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
1,0,24,1,97909,1,0,8159,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,25,1,68051,1,0,5670,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
0,0,33,1,82414,1,0,6867,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
1,0,34,1,123089,4,0,10257,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,24,1,66537,1,0,5544,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
1,0,36,1,127926,1,0,10660,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,41,1,78963,1,0,6580,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
0,0,33,1,108694,4,0,9057,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,26,1,100892,4,0,8407,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,36,1,119560,4,0,9963,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,35,1,116176,1,0,9681,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,29,1,111854,4,0,9321,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,26,1,69831,1,0,5819,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
0,0,31,1,69375,1,0,5781,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
0,0,26,1,71310,1,0,5942,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
0,0,47,1,73913,1,0,6159,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
0,0,20,1,95492,4,0,7957,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,45,1,109329,1,0,9110,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,36,1,116027,4,0,9668,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,31,1,81987,1,0,6832,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
1,0,41,1,83481,1,0,6956,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
1,0,31,1,72361,1,0,6030,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
1,0,27,1,106625,1,0,8885,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,32,1,123707,4,0,10308,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,43,1,79353,1,0,6612,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
1,0,32,1,68347,1,0,5695,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
1,0,29,1,115832,4,0,9652,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,37,1,89946,1,0,7495,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,35,1,86319,1,0,7193,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,23,1,70963,1,0,5913,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
0,0,40,1,106120,4,0,8843,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,26,1,97856,4,0,8154,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,28,1,61824,1,0,5152,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
1,0,40,1,103907,4,0,8658,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,26,1,99953,1,0,8329,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,23,1,113413,4,0,9451,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,26,1,107091,1,0,8924,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,26,1,124783,4,0,10398,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,49,1,92281,1,0,7690,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,26,1,96219,4,0,8018,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,35,1,86221,1,0,7185,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,24,1,80962,1,0,6746,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
1,0,46,1,78754,1,0,6562,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
0,0,26,1,60026,1,0,5002,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
0,0,47,1,88157,1,0,7346,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,27,1,59881,1,0,4990,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
0,0,41,1,112818,4,0,9401,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,29,1,102250,4,0,8520,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,28,1,38980,1,0,3248,6,"Hogares con ingresos mínimos, muy bajo nivel educativo y sin acceso a servicios básicos."
1,0,33,1,81807,1,0,6817,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
1,0,50,1,93148,1,0,7762,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,32,1,108032,4,0,9002,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,31,1,89335,1,0,7444,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,52,1,95639,1,0,7969,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,53,1,124902,4,0,10408,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,34,1,87801,1,0,7316,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,22,1,92538,4,0,7711,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,33,1,83687,1,0,6973,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
0,0,32,1,128310,4,0,10692,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,45,1,104754,1,0,8729,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,25,1,68222,1,0,5685,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
1,0,41,1,97006,1,0,8083,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,36,1,107372,1,0,8947,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,27,1,110511,4,0,9209,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,40,1,72193,1,0,6016,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
1,0,37,1,95972,1,0,7997,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,35,1,105556,1,0,8796,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,34,1,88701,1,0,7391,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,28,1,117710,4,0,9809,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,44,1,76057,1,0,6338,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
0,0,27,1,100392,4,0,8366,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,50,1,113308,4,0,9442,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,18,1,100924,4,0,8410,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,25,1,72188,1,0,6015,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
1,0,40,1,70431,1,0,5869,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
0,0,28,1,110103,4,0,9175,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,23,1,60825,1,0,5068,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
1,0,35,1,75100,1,0,6258,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
1,0,28,1,129327,4,0,10777,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,23,1,95541,4,0,7961,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
0,0,34,1,112777,4,0,9398,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,29,1,51496,1,0,4291,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
1,0,35,1,102781,4,0,8565,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,32,1,87494,1,0,7291,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,46,1,72728,1,0,6060,5,"Hogares con ingresos muy bajos, bajo nivel educativo y acceso muy limitado a servicios."
1,0,27,1,114775,4,0,9564,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
1,0,25,1,124359,4,0,10363,4,"Hogares con ingresos bajos, nivel educativo básico y acceso limitado a servicios."
